,date,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200,volatility_bbm_3,ichiconversionline_3,volatility_bbh_3,volatility_bbl_3,volatility_kch_3,volatility_kcl_3,volatility_kcw_3,signal
1085,7/10/2017,1300,1310,1310,1290,1945,39.56916986,43.47826087,0.720096273,0.856345602,0.653609751,-19.84565635,8.800779284,34.82065292,1328.7,1231.944432,1425.455568,14.56394496,1321.533333,1263.933333,4.455675313,-56.52173913,1375,1299.5,1438.5,1337.25,1774.346748,,,,,,,,0
1086,7/11/2017,1299,1300,1319,1299,1682,39.38869795,49,0.709832125,0.809976133,0.782637639,-17.96261681,8.54705506,33.33858763,1323.6,1232.010918,1415.189082,13.83938989,1320.1,1264.5,4.302406562,-51,1375,1299.5,1438.5,1337.25,1769.616929,,,,,,,,0
1087,7/12/2017,1300,1300,1310,1290,2471,39.68495115,50,0.726681211,0.71886987,0.795063868,-16.10612979,8.322833658,32.00472887,1319.1,1232.283181,1405.916819,13.16303823,1319.933333,1266.333333,4.144970872,-50,1375,1299.5,1438.5,1337.25,1764.944124,,,,,,,,0
1088,7/13/2017,1285,1285,1294,1280,2997,36.78087845,35.35353535,0.561515161,0.666009499,0.7316185,-16.09161705,6.669877121,30.80425598,1313.35,1233.798067,1392.901933,12.11435379,1318.833333,1266.433333,4.053740427,-64.64646465,1375,1299.5,1427.5,1337.25,1760.168561,,,,,,,,0
1089,7/16/2017,1295,1300,1300,1285,980,39.93650539,45.45454545,0.740988091,0.676394821,0.687091396,-14.57314856,6.550676489,29.22383038,1308.1,1238.933823,1377.266177,10.57505951,1319.433333,1269.033333,3.894197337,-54.54545455,1375,1299.5,1405,1337.25,1755.540018,,,,,,,,0
1090,7/17/2017,1315,1300,1338,1300,4722,45.76712253,65.65656566,1,0.767501084,0.703301801,-10.94129013,8.146027933,30.60144734,1303.85,1248.785402,1358.914598,8.446462159,1324.166667,1271.166667,4.084253789,-34.34343434,1361,1304.5,1405,1332.75,1751.156535,,,,,,,,0
1091,7/18/2017,1355,1330,1357,1330,8777,55.14544497,98.13084112,1,0.913662697,0.785852867,-3.715775908,12.29723373,31.74130261,1302.1,1256.726439,1347.473561,6.969289699,1329.6,1280.2,3.785730707,-1.869158879,1361,1318.5,1405,1339.75,1747.214679,,,,,,,,0
1092,7/19/2017,1328,1358,1365,1328,6140,48.98749444,67.82608696,0.781923303,0.927307768,0.869490516,-1.628611113,11.50751882,32.26717235,1300.9,1259.800608,1341.999392,6.31860892,1338.5,1285.1,4.070742491,-32.17391304,1332,1322.5,1405,1327.25,1743.043389,,,,,,,,0
1093,7/20/2017,1333,1343,1348,1321,5085,50.09878742,72.17391304,0.808408356,0.863443886,0.90147145,0.410135192,10.8370121,31.74045511,1301.3,1259.128446,1343.471554,6.481449995,1342,1287.6,4.137511409,-27.82608696,1332,1322.5,1405,1327.25,1738.963355,,,,,,,,0
1094,7/23/2017,1320,1333,1335,1320,4723,47.21858559,60.86956522,0.684957894,0.758429851,0.849727168,0.365067571,8.633555582,30.0664096,1302.3,1259.357713,1345.242287,6.594837879,1338.266667,1291.666667,3.543816066,-39.13043478,1332,1322.5,1405,1327.25,1734.794565,,,,,,,,0
1095,7/24/2017,1302,1341,1341,1299,2514,43.49035712,40,0.53678459,0.676716947,0.766196895,-1.675104304,5.274706965,31.25976864,1302.4,1259.47029,1345.32971,6.592400183,1341.866667,1290.866667,3.874300474,-60,1332,1322.5,1380,1327.25,1730.488152,,,,,,,,0
1096,7/25/2017,1312,1328,1330,1310,3457,46.03940757,37.64705882,0.504151792,0.575298092,0.670148297,-1.93312179,4.013351583,30.93379178,1303,1259.886197,1346.113803,6.617621319,1343.033333,1292.033333,3.870869807,-62.35294118,1330,1322.5,1380,1326.25,1726.32409,,,,,,,,0
1097,7/26/2017,1318,1320,1329,1307,4663,47.56764615,44.70588235,0.58736849,0.542768291,0.59826111,-1.397106181,3.639493754,30.0404126,1304.65,1261.893597,1347.406403,6.554463347,1345.033333,1293.633333,3.895907024,-55.29411765,1307.5,1325,1380,1316.25,1722.261164,,,,,,,,0
1098,7/27/2017,1380,1330,1425,1320,17873,60.13252492,68.96551724,1,0.697173427,0.605079937,5.896857849,8.746766227,37.73637134,1308.95,1255.405719,1362.494281,8.181256846,1363,1293.4,5.240174672,-31.03448276,1337.5,1362,1380,1349.75,1718.85558,,,,,,,,0
1099,7/30/2017,1400,1375,1410,1375,11244,63.19640772,82.75862069,1,0.862456163,0.700799294,13.01621921,12.69290207,37.46273421,1315.5,1251.984648,1379.015352,9.656457997,1375.166667,1301.566667,5.499240368,-17.24137931,1337.5,1362,1380,1349.75,1715.682888,,,,,,,,0
1100,7/31/2017,1427,1412,1427,1410,9341,66.89522217,100,1,1,0.853209863,20.61685868,16.23483324,36.41646079,1323.1,1245.888861,1400.311139,11.67124769,1383.433333,1314.033333,5.145568682,0,1338.5,1363,1380,1350.75,1712.810422,,,,,,,,0
1101,8/1/2017,1505,1430,1505,1430,17602,74.78060138,100,1,1,0.954152054,34.02923021,23.71776381,40.57481471,1334.35,1226.177406,1442.522594,16.21352622,1401.5,1322.5,5.800293686,0,1377.5,1402,1377.5,1389.75,1710.742656,,,,,,,,0
1102,8/2/2017,1495,1535,1550,1480,12603,72.39960793,79.24528302,0.931667234,0.977222411,0.99240747,41.35064187,24.83134038,43.51733324,1345.25,1219.830903,1470.669097,18.64621408,1421.6,1336,6.20829707,-20.75471698,1400,1424.5,1400,1412.25,1708.595963,,,,,,,,0
1103,8/3/2017,1464,1475,1477,1461,5099,65.4432708,65.73705179,0.701589719,0.877752318,0.951658243,41.94691063,20.34208731,42.56559991,1352.95,1218.545424,1487.354576,19.86837294,1433.833333,1350.433333,5.990805478,-34.26294821,1400,1424.5,1400,1412.25,1706.162172,,,,,,,,0
1104,8/6/2017,1434,1455,1465,1423,4188,59.48654764,53.78486056,0.51121974,0.714825564,0.856600098,37.9900863,13.10821038,42.50903992,1358.35,1220.087532,1496.612468,20.35741419,1448.1,1359.3,6.326138064,-46.21513944,1400,1428.5,1400,1414.25,1703.454091,,,,,,,,0
1105,8/7/2017,1432,1458,1458,1432,8181,59.10033562,52.98804781,0.49887685,0.570562103,0.721046662,34.094255,7.369903269,40.85813593,1364.95,1225.859418,1504.040582,20.38031899,1459.166667,1373.566667,6.043632769,-47.01195219,1400,1428.5,1400,1414.25,1700.753055,,,,,,,,0
1106,8/9/2017,1440,1445,1488,1435,9613,60.21307155,56.1752988,0.534438603,0.514845064,0.600077577,31.44789621,3.778835576,42.37232234,1372,1232.701759,1511.298241,20.30586606,1476.166667,1383.966667,6.447251876,-43.8247012,1400,1435,1400,1417.5,1698.158498,,,,,,,,0
1107,8/10/2017,1440,1420,1464,1395,6129,60.21307155,56.1752988,0.534438603,0.522584685,0.535997284,28.84182355,0.938210336,45.0350901,1379,1240.811723,1517.188277,20.04180962,1492.366667,1390.766667,7.047887715,-43.8247012,1405,1462.5,1400,1433.75,1695.589756,,,,,,,,0
1108,8/13/2017,1406,1440,1440,1400,4324,53.09323745,42.62948207,0.306896944,0.458591383,0.498673711,22.55017274,-4.282752381,44.53158109,1385.05,1253.413417,1516.686583,19.00820664,1489.9,1401.3,6.128942999,-57.37051793,1415,1472.5,1400,1443.75,1692.708266,,,,,,,,0
1109,8/15/2017,1405,1401,1407,1383,6385,52.89513012,40.32921811,0.238532978,0.359956175,0.447044081,17.53248396,-7.440352927,42.47842298,1390.55,1265.390142,1515.709858,18.00148974,1489.133333,1402.733333,5.975379224,-59.67078189,1415,1466.5,1400,1440.75,1689.845497,,,,,,,,0
1110,8/16/2017,1400,1400,1430,1400,4183,51.85331054,38.27160494,0.157486181,0.234305368,0.350950975,13.07500816,-9.518262978,41.23058068,1394.8,1274.512677,1515.087323,17.24796712,1489.3,1400.3,6.160022148,-61.72839506,1415,1466.5,1400,1440.75,1686.961463,,,,,,,,0
1111,8/17/2017,1410,1396,1410,1396,3464,53.81267106,39.13043478,0.085459749,0.160492969,0.251584837,10.78156791,-9.449362589,38.50752262,1397.55,1278.519794,1516.580206,17.0341249,1475.733333,1398.933333,5.3432282,-60.86956522,1415,1435.5,1400,1425.25,1684.205627,,,,,,,,0
1112,8/20/2017,1382,1398,1398,1382,6175,47.93092285,4,0,0.080981977,0.158593438,5.818656915,-11.52981886,37.45677035,1400.25,1285.271959,1515.228041,16.42250189,1458.233333,1392.233333,4.630820684,-96,1415,1435,1400,1425,1681.198606,,,,,,,,0
1113,8/21/2017,1376,1370,1390,1370,753,46.75169655,3.333333333,0,0.028486583,0.089987176,1.577171368,-12.61704353,35.71109332,1402.4,1290.979356,1513.820644,15.88999492,1449.766667,1382.966667,4.716292862,-96.66666667,1415,1429,1400,1422,1678.161804,,,,,,,,0
1114,8/22/2017,1375,1366,1417,1365,2224,46.54615548,5.405405405,0,0,0.03648952,-1.505267316,-12.55958577,37.33998399,1405.15,1299.430986,1510.869014,15.04736354,1445.266667,1376.466667,4.876435288,-94.59459459,1417.5,1426.5,1400,1422,1675.145269,,,,,,,,0
1115,8/23/2017,1371,1386,1386,1371,2027,45.68102473,3.243243243,0,0,0.009495528,-4.043613386,-12.07834547,35.10598559,1408.6,1312.505463,1504.694537,13.64397796,1437.7,1371.1,4.742238678,-96.75675676,1424.5,1414.5,1400,1419.5,1672.118947,,,,,,,,0
1116,8/24/2017,1390,1385,1400,1365,2639,50.39712547,20.32520325,0.23864194,0.079547313,0.026515771,-3.587565894,-9.297838384,35.09538703,1412.5,1326.615193,1498.384807,12.16068058,1428.966667,1365.966667,4.508157619,-79.67479675,1424.5,1402.5,1400,1413.5,1669.311794,,,,,,,,0
1117,8/27/2017,1391,1370,1410,1370,4817,50.64003104,21.13821138,0.341246238,0.193296059,0.090947791,-3.072580815,-7.026282644,35.58584833,1416.15,1341.121272,1491.178728,10.59615547,1421.8,1364.6,4.105656044,-78.86178862,1424.5,1397.5,1400,1411,1666.542522,,,,,,,,0
1118,8/28/2017,1420,1410,1425,1400,12838,57.18763655,44.71544715,0.791809438,0.457232539,0.243358637,0.581546667,-2.69772413,35.42726349,1418.15,1344.972749,1491.327251,10.32010021,1420.266667,1366.066667,3.890417514,-55.28455285,1424.5,1397.5,1400,1411,1664.089363,,,,,,,,0
1119,8/30/2017,1415,1445,1447,1401,4735,55.81296356,40.6504065,0.697213473,0.610089716,0.420206105,2.537942292,-0.593062804,36.48453714,1418.9,1346.176139,1491.623861,10.25073808,1424.733333,1366.133333,4.199412369,-59.3495935,1424.5,1406,1400,1415.25,1661.610862,,,,,,,,0
1120,8/31/2017,1380,1400,1400,1378,8350,47.25070616,15.15151515,0.108015165,0.532346025,0.53322276,-0.061042024,-2.553637696,36.53608343,1416.55,1342.010145,1491.089855,10.52414036,1421.533333,1364.533333,4.091790098,-84.84848485,1424.5,1406,1400,1415.25,1658.808764,,,,,,,,0
1121,9/4/2017,1337,1370,1377,1333,8156,39.27827623,3.50877193,0,0.268409546,0.470281762,-6.634141254,-7.30138954,37.58247509,1408.15,1337.616958,1478.683042,10.01783076,1418.9,1355.9,4.54086781,-96.49122807,1428.5,1390,1400,1409.25,1655.606686,,,,,,,,0
1122,9/6/2017,1352,1363,1385,1340,4708,42.89773183,16.66666667,0.202098542,0.103371235,0.301375602,-9.34803353,-8.012225453,38.62422758,1401,1338.610898,1463.389102,8.906367111,1418.966667,1350.166667,4.969063726,-83.33333333,1428.5,1390,1400,1409.25,1652.585724,,,,,,,,0
1123,9/7/2017,1360,1370,1385,1360,6240,44.78796899,23.68421053,0.307643191,0.169913911,0.180564897,-10.1046002,-7.0150337,38.06180482,1395.8,1338.122968,1453.477032,8.264369082,1418.433333,1348.633333,5.045053727,-76.31578947,1435,1390,1400,1412.5,1649.674423,,,,,,,,0
1124,9/10/2017,1315,1360,1360,1315,3002,37.30696241,0,0,0.169913911,0.147733019,-15.37816234,-9.830876671,38.75562434,1389.85,1325.051003,1454.648997,9.324602929,1412.166667,1343.766667,4.963835603,-100,1432.5,1381,1400,1406.75,1646.34433,,,,,,,,0
1125,9/11/2017,1316,1300,1330,1300,3772,37.55656989,10.88435374,0.012555282,0.106732824,0.148853549,-18.53326302,-10.38878188,37.8800619,1384.05,1314.769483,1453.330517,10.01127369,1407.6,1336.2,5.204460967,-89.11564626,1425,1373.5,1400,1399.25,1643.057321,,,,,,,,0
1126,9/12/2017,1305,1316,1316,1297,3904,35.86501289,5.333333333,0,0.004185094,0.09361061,-21.47917798,-10.66775748,35.99205571,1377.3,1304.903591,1449.696409,10.51280168,1398.1,1329.9,5,-94.66666667,1423.5,1372,1400,1397.75,1639.693567,,,,,,,,0
1127,9/13/2017,1281,1310,1324,1280,9573,32.43269865,0.598802395,0,0.004185094,0.038367671,-25.65217653,-11.87260481,36.79285014,1369.35,1291.523848,1447.176152,11.36687515,1388.966667,1319.966667,5.094256042,-99.4011976,1415,1363.5,1400,1389.25,1636.124477,,,,,,,,0
1128,9/14/2017,1301,1300,1309,1294,3249,37.77676764,12.5748503,0.215878909,0.071959636,0.026776608,-25.68160326,-9.521625238,35.91356513,1364.1,1282.783581,1445.416419,11.92235452,1376.6,1309.6,4.988459534,-87.4251497,1384,1340,1400,1362,1632.789905,,,,,,,,0
1129,9/17/2017,1305,1304,1315,1300,3580,38.81900515,14.97005988,0.257981116,0.157953342,0.078032691,-24.62338956,-6.770729232,33.82220862,1359.1,1276.17618,1442.02382,12.20275483,1362.066667,1301.266667,4.565707134,-85.02994012,1384,1332.5,1400,1358.25,1629.528314,,,,,,,,0
1130,9/18/2017,1300,1325,1325,1284,2535,37.96301354,11.9760479,0.223402495,0.23242084,0.154111273,-23.83935566,-4.789356263,34.53998775,1354.1,1269.599349,1438.600651,12.48071057,1355.666667,1291.066667,4.881489131,-88.0239521,1384,1332.5,1400,1358.25,1626.249425,,,,,,,,0
1131,9/20/2017,1295,1281,1295,1280,3120,37.08241533,8.982035928,0.187829866,0.223071159,0.20448178,-23.26423702,-3.371390098,33.08598898,1348.35,1264.197103,1432.502897,12.482352,1346.866667,1288.066667,4.463111021,-91.01796407,1384,1332.5,1400,1358.25,1622.953411,,,,,,,,0
1132,9/24/2017,1266,1290,1290,1265,2740,32.38958189,0.549450549,0,0.137077454,0.197523151,-25.51442075,-4.497259062,32.77739008,1342.55,1252.677924,1432.422076,13.38826498,1336.333333,1281.533333,4.186615056,-99.45054945,1364.5,1312.5,1400,1338.5,1619.401636,,,,,,,,0
1133,9/25/2017,1240,1260,1260,1240,3858,28.86289395,0,0,0.062609955,0.140919523,-29.32900652,-6.649475865,32.09965107,1335.75,1236.898849,1434.601151,14.80084608,1323.666667,1269.866667,4.1487803,-100,1343.5,1285,1395,1314.25,1615.626495,,,,,,,,0
1134,9/26/2017,1248,1248,1260,1240,2655,31.34012229,5.517241379,0.155555207,0.051851736,0.083846382,-30.35318911,-6.138926767,30.88968597,1329.4,1225.274307,1433.525693,15.66506594,1313.1,1264.3,3.786761853,-94.48275862,1343.5,1282.5,1395,1313,1611.96852,,,,,,,,0
1135,10/3/2017,1245,1255,1255,1245,500,30.90549055,3.448275862,0.128262918,0.094606042,0.069689244,-30.64513784,-5.144700396,28.80071737,1323.1,1214.64743,1431.55257,16.39370724,1304.4,1259.6,3.494539782,-96.55172414,1343.5,1282.5,1395,1313,1608.317092,,,,,,,,0
1136,10/4/2017,1235,1245,1245,1235,2830,29.43987475,0,0.036230963,0.106683029,0.084380269,-31.20141998,-4.560786027,26.92064563,1315.35,1204.991901,1425.708099,16.78003557,1296.733333,1253.733333,3.371931934,-100,1341,1280,1392.5,1310.5,1604.602494,,,,,,,,0
1137,10/8/2017,1186,1220,1220,1186,1506,23.54728614,0,0,0.054831294,0.085373455,-36.26004911,-7.695532128,29.12858107,1305.1,1186.946033,1423.253967,18.10650024,1285.966667,1244.966667,3.239911495,-100,1316.5,1255.5,1368,1286,1600.437295,,,,,,,,0
1138,10/9/2017,1185,1185,1200,1180,1857,23.44415417,3.333333333,0,0.012076988,0.05786377,-38.97317421,-8.326925783,28.21572296,1293.35,1176.506044,1410.193956,18.06842011,1275.166667,1233.166667,3.348837209,-96.66666667,1313.5,1252.5,1365,1283,1596.303591,,,,,,,,0
1139,10/10/2017,1201,1190,1208,1190,950,28.81618389,14.48275862,0.349403694,0.116467898,0.061125393,-38.10883665,-5.970070575,27.69415067,1282.65,1173.377359,1391.922641,17.03857493,1264.766667,1222.166667,3.425906069,-85.51724138,1313.5,1237.5,1365,1275.5,1592.370222,,,,,,,,0
1140,10/11/2017,1191,1202,1202,1190,977,27.51655657,7.586206897,0.264874268,0.204759321,0.111101402,-37.68142212,-4.434124836,26.1247356,1273.2,1166.579927,1379.820073,16.7483621,1251,1214.2,2.985558981,-92.4137931,1313.5,1235,1365,1274.25,1588.376488,,,,,,,,0
1141,10/12/2017,1194,1194,1198,1193,1430,28.55754209,9.655172414,0.3325813,0.315619754,0.212282324,-36.12218683,-2.299911643,24.21226204,1266.05,1158.329111,1373.770889,17.01684599,1240.5,1205.7,2.845229335,-90.34482759,1313.5,1220,1365,1266.75,1584.452344,,,,,,,,0
1142,10/15/2017,1195,1225,1200,1194,132462,28.92397329,10.34482759,0.356414455,0.317956674,0.27944525,-34.04118005,-0.175123887,22.39103584,1258.2,1153.84752,1362.55248,16.5875822,1230.866667,1199.866667,2.55067058,-89.65517241,1313.5,1220,1365,1266.75,1580.577196,,,,,,,,0
1143,10/16/2017,1246,1214,1246,1214,1033,44.54561888,45.51724138,1,0.562998585,0.398858338,-26.09526968,6.216629187,25.25193225,1252.5,1159.137267,1345.862733,14.90822091,1230.933333,1197.533333,2.750706893,-54.48275862,1313.5,1217.5,1365,1265.5,1577.24807,,,,,,,,0
1144,10/17/2017,1230,1250,1251,1230,1995,41.46644025,43.47826087,0.854077493,0.736830649,0.539261969,-21.73525091,8.461318363,24.82673903,1248.25,1159.006793,1337.493207,14.29893163,1229.8,1196.2,2.769991756,-56.52173913,1313.5,1215.5,1365,1264.5,1573.792865,,,,,,,,0
1145,10/18/2017,1250,1210,1250,1206,2900,46.44941621,63.63636364,1,0.951359164,0.750396133,-15.96202187,11.38763793,26.74406512,1244.95,1161.263741,1328.636259,13.44411572,1231.9,1191.5,3.33415862,-36.36363636,1290,1215.5,1365,1252.75,1570.571046,,,,,,,,0
1146,10/22/2017,1250,1274,1274,1250,424,46.44941621,74.46808511,1,0.951359164,0.879849659,-11.57652964,12.61850412,26.46965861,1242.2,1163.098546,1321.301454,12.7357034,1235.266667,1192.066667,3.559461686,-25.53191489,1282.5,1227,1365,1254.75,1567.381284,,,,,,,,0
1147,10/23/2017,1216,1265,1265,1205,4208,39.77369644,38.29787234,0.709817703,0.903272568,0.935330299,-12.03652194,9.726809461,29.82269275,1238.95,1161.16189,1316.73811,12.55710233,1241,1192.6,3.977646285,-61.70212766,1282.5,1232,1365,1257.25,1563.884953,,,,,,,,0
1148,10/24/2017,1218,1215,1225,1215,951,40.31707649,40.42553191,0.733437519,0.814418407,0.88968338,-11.83512101,7.942568312,27.84042348,1234.8,1162,1307.6,11.79138322,1243.1,1196.7,3.803590458,-59.57446809,1282.5,1232,1365,1257.25,1560.443311,,,,,,,,0
1149,10/25/2017,1216,1215,1222,1213,1368,39.92911214,38.29787234,0.716573362,0.719942862,0.812544612,-11.62587787,6.521449158,25.95638113,1230.35,1164.732091,1295.967909,10.66654353,1243.933333,1199.333333,3.650849955,-61.70212766,1270,1233.5,1365,1251.75,1557.016015,,,,,,,,0
1150,10/29/2017,1210,1200,1220,1200,1924,38.72517957,31.91489362,0.664240441,0.704750441,0.74637057,-11.8608239,5.029202501,25.36074302,1225.85,1168.080544,1283.619456,9.425207912,1246.3,1200.1,3.776978417,-68.08510638,1255,1234,1365,1244.5,1553.563119,,,,,,,,0
1151,10/30/2017,1218,1208,1218,1200,927,41.2679721,40.42553191,0.77477135,0.718528384,0.714407229,-10.84150699,4.838815531,24.62466871,1222,1173.688511,1270.311489,7.906954062,1249.3,1200.5,3.983998694,-59.57446809,1252.5,1237,1365,1244.75,1550.224183,,,,,,,,0
1152,10/31/2017,1209,1200,1209,1200,426,39.29247901,22.61904762,0.621983296,0.686998362,0.703425729,-10.86910253,3.848975992,23.96220184,1219.15,1175.012601,1263.287399,7.240683937,1250.566667,1201.166667,4.029802045,-77.38095238,1252.5,1237,1365,1244.75,1546.828917,,,,,,,,0
1153,11/1/2017,1201,1200,1201,1193,859,37.57082728,13.0952381,0.531048711,0.642601119,0.682709288,-11.50869692,2.567505285,23.16598166,1217.2,1173.475407,1260.924593,7.184454917,1244.466667,1199.866667,3.649256784,-86.9047619,1252.5,1233.5,1365,1243,1543.387833,,,,,,,,0
1154,11/2/2017,1170,1200,1201,1170,1807,31.76299901,0,0.179157136,0.444063047,0.591220843,-15.11116472,-0.827970012,23.94938349,1213.3,1167.399673,1259.200327,7.566195796,1239.8,1193.2,3.830661734,-100,1247.5,1222,1329,1234.75,1539.672532,,,,,,,,0
1155,11/5/2017,1150,1160,1160,1140,1882,28.68242364,7.462686567,0,0.236735282,0.44113315,-19.45086678,-4.134137663,24.55444514,1208.55,1157.393475,1259.706525,8.465768816,1228.866667,1187.066667,3.460360385,-92.53731343,1232.5,1202.5,1314,1217.5,1535.795193,,,,,,,,0
1156,11/6/2017,1142,1145,1170,1130,2318,27.53216532,8.333333333,0,0.059719045,0.246839125,-22.8597752,-6.034436867,26.09900063,1203.9,1146.660503,1261.139497,9.509011854,1219.4,1174.4,3.759712591,-91.66666667,1212.5,1177.5,1309,1195,1531.876833,,,,,,,,0
1157,11/7/2017,1140,1150,1159,1140,1194,27.23807506,6.944444444,0,0,0.098818109,-24.87433473,-6.43919711,25.38910057,1201.6,1138.293128,1264.906872,10.53709582,1207.066667,1170.266667,3.095905777,-93.05555556,1210,1176,1309,1193,1527.977561,,,,,,,,0
1158,11/8/2017,1130,1140,1140,1118,593,25.75663501,7.692307692,0,0,0.019906348,-26.76404662,-6.663127206,25.05019051,1198.85,1128.51004,1269.18996,11.73457233,1199.266667,1160.066667,3.322972591,-92.30769231,1196,1169,1291,1182.5,1524.017585,,,,,,,,0
1159,11/9/2017,1115,1108,1129,1091,1500,23.67645777,13.1147541,0,0,0,-29.07634012,-7.180336561,26.44517146,1194.55,1115.309922,1273.790078,13.2669337,1191.633333,1146.633333,3.849004961,-86.8852459,1182.5,1154.5,1269,1168.5,1519.947758,,,,,,,,0
1160,11/12/2017,1114,1100,1122,1100,883,23.53996474,13.2183908,0,0,0,-30.06813957,-6.537708808,26.00065431,1190.7,1104.011823,1277.388177,14.56087626,1182.033333,1136.633333,3.916043703,-86.7816092,1182.5,1150,1269,1166.25,1515.908477,,,,,,,,0
1161,11/13/2017,1130,1136,1136,1114,1051,30.44877363,29.10447761,0.389711531,0.129903844,0.043301281,-28.2336271,-3.762557072,25.60058888,1187.5,1096.898676,1278.101324,15.25917044,1173.9,1127.7,4.01459854,-70.89552239,1182.5,1146,1269,1164.25,1512.068592,,,,,,,,0
1162,11/14/2017,1168,1145,1175,1145,2564,43.50522771,58.77862595,1,0.463237177,0.197713674,-22.04597337,1.940077329,27.54052999,1186.15,1095.23185,1277.06815,15.32995827,1171.666667,1121.266667,4.396115602,-41.22137405,1182.5,1146,1269,1164.25,1508.645024,,,,,,,,0
1163,11/15/2017,1151,1170,1170,1151,2343,39.89687226,46.51162791,0.819268324,0.736326618,0.44315588,-19.11263317,3.89873402,26.68647699,1181.4,1093.612985,1269.187015,14.86152277,1168.666667,1116.066667,4.604476088,-53.48837209,1182.5,1133,1269,1157.75,1505.086367,,,,,,,,0
1164,11/16/2017,1144,1150,1150,1140,1362,38.4815535,41.73228346,0.748379262,0.855882528,0.685148775,-17.3905058,4.496689115,25.11782929,1177.1,1090.844797,1263.355203,14.65554375,1163,1114.6,4.250087812,-58.26771654,1182.5,1133,1269,1157.75,1501.493468,,,,,,,,0
1165,11/19/2017,1122,1130,1130,1115,1220,34.35646551,26.27118644,0.541766006,0.703137864,0.76511567,-18.21494846,2.937797164,25.50604636,1170.7,1088.114045,1253.285955,14.10881613,1159.733333,1112.333333,4.172412781,-73.72881356,1182.5,1133,1269,1157.75,1497.717413,,,,,,,,0
1166,11/20/2017,1119,1122,1122,1109,647,33.82400319,25.45454545,0.515096569,0.601747279,0.72025589,-18.66851502,1.987384476,24.25544173,1164.15,1087.171367,1241.128633,13.22486508,1153.966667,1111.966667,3.707081703,-74.54545455,1182.5,1133,1269,1157.75,1493.949081,,,,,,,,0
1167,11/21/2017,1105,1115,1125,1105,2748,31.3798797,12.72727273,0.392677771,0.483180115,0.596021753,-20.07669648,0.463362417,23.82989756,1158.6,1081.369436,1235.830564,13.33170445,1150.6,1108.4,3.736166445,-87.27272727,1182.5,1133,1269,1157.75,1490.078941,,,,,,,,0
1168,11/22/2017,1110,1127,1135,1108,2158,33.23542216,22.61904762,0.485616315,0.464463551,0.516463648,-19.99897757,0.43286506,24.4469078,1153.2,1078.269098,1228.130902,12.9953003,1149.933333,1106.733333,3.828655835,-77.38095238,1182.5,1137.5,1269,1160,1486.297061,,,,,,,,0
1169,11/23/2017,1135,1132,1135,1115,1550,41.72108151,52.38095238,0.910637481,0.596310522,0.514651396,-16.67366629,3.006541075,24.50221702,1149.15,1079.676912,1218.623088,12.09121321,1149.8,1110.2,3.504424779,-47.61904762,1182.5,1140,1269,1161.25,1482.801568,,,,,,,,0
1170,11/26/2017,1139,1150,1150,1126,1726,42.97003779,57.14285714,0.973193946,0.789815914,0.616863329,-13.51854574,4.929329299,24.45199532,1145.6,1081.912011,1209.287989,11.11871324,1152.633333,1112.633333,3.531593043,-42.85714286,1182.5,1140,1269,1161.25,1479.380656,,,,,,,,0
1171,11/27/2017,1140,1139,1145,1138,4675,43.29720136,58.33333333,0.989580586,0.957804004,0.781310147,-10.89232546,6.044439659,22.70679579,1141.7,1087.356279,1196.043721,9.519789943,1152.566667,1115.566667,3.262594792,-41.66666667,1182.5,1137.5,1245.5,1160,1476.003734,,,,,,,,0
1172,11/28/2017,1130,1126,1169,1103,5135,40.77794767,46.42857143,0.863398742,0.942057758,0.896559225,-9.918831807,5.614346653,27.03611621,1137.75,1092.890776,1182.609224,7.885603032,1153.3,1109.1,3.907355021,-53.57142857,1178,1136,1238,1157,1472.560911,,,,,,,,0
1173,11/29/2017,1150,1152,1190,1130,5988,47.37323109,55.55555556,1,0.950993109,0.950284957,-6.778667505,7.003608764,30.33250459,1135.2,1100.325367,1170.074633,6.144227029,1157.333333,1104.933333,4.632521954,-44.44444444,1158,1146.5,1238,1152.25,1469.35135,,,,,,,,0
1174,11/30/2017,1168,1164,1168,1138,4614,52.50028843,74.71264368,1,0.954466247,0.949172372,-2.44031521,9.073568848,30.29925413,1135.1,1100.615801,1169.584199,6.075975558,1160.666667,1104.266667,4.980279037,-25.28735632,1156.5,1146.5,1238,1151.5,1466.352829,,,,,,,,0
1175,12/4/2017,1150,1190,1190,1150,2229,47.51513927,54.02298851,0.763965308,0.921321769,0.942260375,-1.38070584,8.106542574,31.26932872,1135.1,1100.615801,1169.584199,6.075975558,1167.266667,1105.866667,5.402234801,-45.97701149,1155.5,1146.5,1225.5,1151,1463.20504,,,,,,,,0
1176,12/5/2017,1146,1146,1146,1146,13,46.45938678,49.42528736,0.713977995,0.825981101,0.900589706,-1.058489341,6.743007258,28.54239584,1135.3,1100.61225,1169.98775,6.110763675,1168.9,1110.1,5.160157964,-50.57471264,1154.5,1146.5,1210.5,1150.5,1460.048771,,,,,,,,0
