,date,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200,volatility_bbm_3,volatility_bbl_3,volatility_bbh_3,volatility_kch_3,volatility_kcl_3,volatility_kcw_3,ichiconversionline_3,signal
1656,9/7/2014,2071,2230,2240,2045,17860,32.25970449,12.2,0.480647787,0.627848902,0.712529155,-81.11383355,-8.620398575,133.4359127,2365.75,2024.609633,2706.890367,28.83993381,2387.033333,2082.433333,13.63026163,-87.8,2354.5,2251,2402,2302.75,2016.37939,,,,,,,,0
1657,9/9/2014,2274,2100,2274,2085,25835,45.12878414,54.65838509,0.8746661,0.679696948,0.680104359,-68.27555707,3.374302324,140.3923214,2348.7,2025.478033,2671.921967,27.52347827,2395.033333,2070.633333,14.52862581,-45.34161491,2354.5,2268.5,2402,2311.5,2018.942779,,,,,,,,0
1658,9/10/2014,2170,2275,2305,2130,14735,40.84737672,33.19502075,0.743580352,0.699631413,0.669059088,-69.26945093,1.904326768,143.8530893,2327.9,2015.064005,2640.735995,26.87709913,2410,2080.6,14.67064535,-66.80497925,2354.5,2268.5,2402,2311.5,2020.445836,,,,,,,,0
1659,9/11/2014,2165,2150,2198,2070,13871,40.64771701,32.15767635,0.737467282,0.785237911,0.721522091,-68.80178617,1.897593221,142.2677803,2307.05,2009.524556,2604.575444,25.79271748,2400.533333,2088.533333,13.90043959,-67.84232365,2354.5,2268.5,2402,2311.5,2021.884186,,,,,,,,0
1660,9/14/2014,2130,2180,2180,2075,20062,39.20317484,24.89626556,0.693239095,0.724762243,0.736543856,-70.66854174,0.024670121,138.5410023,2286.55,1999.745903,2573.354097,25.08618634,2374.7,2084.3,13.025342,-75.10373444,2354.5,2246.5,2402,2300.5,2022.959965,,,,,,,,0
1661,9/15/2014,2135,2120,2145,2100,10618,39.53376782,25.93360996,0.703361006,0.711355794,0.740451983,-69.65868036,0.827625199,129.1869021,2265.3,2000.55703,2530.04297,23.3737668,2334.5,2065.5,12.22727273,-74.06639004,2322.5,2175.5,2402,2249,2024.074791,,,,,,,,0
1662,9/16/2014,2095,2135,2135,2090,9547,37.76458737,11.18568233,0.514693327,0.637097809,0.691071949,-71.68498162,-0.95894085,120.7682119,2243.55,1998.634116,2488.465884,21.83288837,2296.5,2056.5,11.02687802,-88.81431767,2318,2175.5,2402,2246.75,2024.780515,,,,,,,,0
1663,9/17/2014,2080,2100,2109,2070,9187,37.09419992,7.829977629,0.285008679,0.501021004,0.616491536,-72.98254838,-1.805206086,112.5913907,2225.3,1988.900254,2461.699746,21.24655068,2270.2,2047.4,10.32054845,-92.17002237,2311,2175,2402,2243,2025.329962,,,,,,,,0
1664,9/18/2014,2054,2080,2080,2001,17957,35.90444866,10.79429735,0.214869109,0.338190372,0.492103062,-74.96648223,-3.031311947,109.2322516,2205.3,1982.381091,2428.218909,20.21665161,2248.666667,2025.266667,10.45407041,-89.20570265,2299.5,2153,2397.5,2226.25,2025.615236,,,,,,,,0
1665,9/21/2014,2000,2049,2049,1971,23464,33.50111267,6.07966457,0.09646441,0.198780733,0.34599737,-80.48706656,-6.841517024,106.6090264,2185.6,1963.229678,2407.970322,20.34867512,2225.333333,2009.733333,10.1816579,-93.92033543,2280.5,2138,2382.5,2209.25,2025.360358,,,,,,,,0
1666,9/22/2014,2143,2020,2143,1990,49134,44.16055084,51.34328358,0.924762817,0.412032112,0.316334405,-66.42754298,5.774405249,111.2481238,2180.25,1959.18994,2401.31006,20.27841392,2218.466667,2011.266667,9.797307947,-48.65671642,2280.5,2138,2382.5,2209.25,2026.530902,,,,,,,,0
1667,9/23/2014,1740,1821,1821,1720,4459,29.70794319,3.412969283,0,0.340409076,0.317073973,-99.84497005,-22.11441746,142.4233114,2157.25,1864.952976,2449.547024,27.09904031,2164.6,1975,9.160305344,-96.58703072,2134.5,1959,2257,2046.75,2023.679848,,,,,,,,0
1668,9/24/2014,1750,1749,1755,1740,3639,30.31736213,5.128205128,0.039519177,0.321427331,0.357956173,-119.3719574,-33.31312386,129.6809803,2141.7,1801.423583,2481.976417,31.77629146,2103.266667,1945.666667,7.784766358,-94.87179487,2115,1950,2257,2032.5,2020.956666,,,,,,,,0
1669,9/28/2014,1814,1750,1814,1750,2307,34.24646554,16.06837607,0.29431095,0.111276709,0.257704372,-122.81353,-29.40375713,123.1128823,2125.55,1756.473057,2494.626943,34.72766514,2061.7,1916.9,7.278942342,-83.93162393,2106.5,1932.5,2257,2019.5,2018.897395,,,,,,,,0
1670,9/29/2014,1957,1778,1957,1775,5196,42.10195935,40.51282051,0.803718565,0.379182897,0.270628979,-106.2715671,-10.28943537,129.001594,2105.95,1744.87246,2467.02754,34.29117882,2046.2,1886,8.148110473,-59.48717949,2106,1931.5,2257,2018.75,2018.281501,,,,,,,,0
1671,9/30/2014,1890,1918,1930,1872,4908,39.7083167,29.05982906,0.691942503,0.596657339,0.362372315,-99.65560338,-2.938777357,124.6014346,2078.8,1739.148649,2418.451351,32.6776362,2024.566667,1861.766667,8.378077022,-70.94017094,2106,1931.5,2257,2018.75,2017.005068,,,,,,,,0
1672,10/8/2014,1799,1860,1860,1799,2278,36.65973655,16.52719665,0.481006163,0.658889077,0.544909771,-102.7320827,-4.812205366,121.2412912,2052.8,1711.072857,2394.527143,33.29375902,1997.433333,1831.433333,8.670973134,-83.47280335,2106,1931.5,2257,2018.75,2014.835863,,,,,,,,0
1673,10/9/2014,1830,1780,1865,1780,2790,38.3948899,23.91304348,0.601064315,0.59133766,0.615628026,-98.87799234,-0.766491979,117.617162,2029.05,1694.79233,2363.30767,32.9472088,1975.9,1800.7,9.278186729,-76.08695652,2106,1931.5,2257,2018.75,2012.996701,,,,,,,,0
1674,10/12/2014,1820,1840,1850,1782,8325,38.03294625,23.52941176,0.576020831,0.552697103,0.600974614,-94.88311522,2.582708112,112.6554458,2007.35,1678.010494,2336.689506,32.81336146,1952.033333,1779.033333,9.273487475,-76.47058824,2106,1931.5,2257,2018.75,2011.076335,,,,,,,,0
1675,10/13/2014,1800,1800,1805,1766,1319,37.27609144,18.91252955,0.523652785,0.566912644,0.570315802,-92.00065412,4.37213537,106.7899013,1985.85,1661.350832,2310.349168,32.68113583,1926.5,1761.3,8.95927111,-81.08747045,2106,1838.5,2257,1972.25,2008.976073,,,,,,,,0
1676,10/14/2014,1791,1790,1799,1765,2301,36.92004063,16.78486998,0.499017037,0.532896884,0.550835544,-88.73622042,6.109255257,99.61091113,1971.85,1639.19566,2304.50434,33.74032914,1883.9,1742.5,7.798367527,-83.21513002,2106,1848.5,2257,1977.25,2006.807157,,,,,,,,0
1677,10/15/2014,1780,1790,1800,1776,2094,36.46163222,14.18439716,0.467298995,0.496656272,0.532155267,-85.51053241,7.467954607,92.04982002,1947.15,1635.187005,2259.112995,32.0430367,1878.7,1752.7,6.93947238,-85.81560284,2084,1853.5,2257,1968.75,2004.55037,,,,,,,,0
1678,10/16/2014,1799,1800,1815,1785,4600,37.89598404,18.67612293,0.566544187,0.510953406,0.513502188,-79.05794485,11.13643374,86.34483802,1928.6,1627.931146,2229.268854,31.18001186,1885.333333,1756.333333,7.084668192,-81.32387707,2013,1861,2257,1937,2002.505092,,,,,,,,0
1679,10/19/2014,1815,1799,1822,1799,5587,39.14190095,22.45862884,0.652751254,0.562198145,0.523269275,-70.86707085,15.46184619,80.01035421,1911.1,1627.232496,2194.967504,29.70723712,1883.166667,1762.366667,6.627288188,-77.54137116,2013,1847.5,2230,1930.25,2000.63937,,,,,,,,0
1680,10/20/2014,1811,1805,1825,1800,2568,38.93162162,38.39662447,0.744204164,0.654499868,0.575883807,-63.89888462,17.94402594,74.50931879,1895.15,1626.852199,2163.447801,28.31414938,1859.033333,1769.633333,4.927429726,-61.60337553,2012.5,1815,2227.5,1913.75,1998.752411,,,,,,,,0
1681,10/21/2014,1798,1847,1847,1785,6154,38.21310789,26.7281106,0.670005568,0.688986995,0.635228336,-58.94806735,18.31587456,73.25838691,1878.3,1630.852955,2125.747045,26.34797901,1850.7,1760.5,4.99556934,-73.2718894,2012.5,1815,2209.5,1913.75,1996.754875,,,,,,,,0
1682,10/22/2014,1797,1785,1801,1775,2475,38.15477375,22.70531401,0.497525465,0.637245066,0.660243976,-54.18088338,18.46644683,68.53254822,1863.4,1634.768943,2092.031057,24.5391281,1844.366667,1761.166667,4.615128599,-77.29468599,2012.5,1807.5,2209.5,1910,1994.767264,,,,,,,,0
1683,10/26/2014,1790,1786,1790,1785,696,37.72069073,13.02083333,0.223224377,0.463585137,0.596605733,-50.32503067,17.85783963,62.8792934,1848.9,1641.233055,2056.566945,22.4638374,1832.7,1765.5,3.735200934,-86.97916667,2012.5,1806,2209.5,1909.25,1992.729779,,,,,,,,0
1684,10/27/2014,1780,1800,1800,1775,3552,37.07182547,9.090909091,0.187943501,0.302897781,0.467909328,-47.52777373,16.52407726,59.09136406,1835.2,1648.355038,2022.044962,20.36235424,1825.166667,1766.566667,3.263048482,-90.90909091,1959,1806,2209.5,1882.5,1990.613065,,,,,,,,0
1685,10/28/2014,1753,1789,1789,1750,2826,35.30590677,2.608695652,0,0.137055959,0.301179626,-47.42034241,13.30520686,57.08222765,1822.85,1649.009527,1996.690473,19.07348085,1822.533333,1763.933333,3.267840214,-97.39130435,1950,1798.5,2209.5,1874.25,1988.248755,,,,,,,,0
1686,10/30/2014,1700,1750,1754,1700,10432,32.07590715,0,0,0.062647834,0.167533858,-52.06408514,6.929171301,56.77400489,1800.7,1696.886513,1904.513487,11.53034782,1817.833333,1755.233333,3.503992835,-100,1922.5,1773.5,2199.5,1848,1985.380609,,,,,,,,0
1687,11/2/2014,1650,1671,1699,1622,16641,29.34809859,12.28070175,0,0,0.066567931,-59.54459654,-0.441072074,58.8966044,1796.2,1675.778075,1916.621925,13.40852076,1810.3,1737.1,4.126966229,-87.71929825,1882.5,1734.5,2128.5,1808.5,1982.043488,,,,,,,,0
1688,11/3/2014,1638,1683,1683,1625,11686,28.71689658,7.111111111,0,0,0.020882611,-64.5794045,-4.380704029,58.80694396,1790.6,1652.924439,1928.275561,15.37758971,1798,1719.2,4.480837029,-92.88888889,1882.5,1734.5,2124,1808.5,1978.62017,,,,,,,,0
1689,11/4/2014,1620,1615,1625,1600,11943,27.75269142,8.097165992,0,0,0,-68.46570619,-6.613604575,56.72624956,1780.9,1625.048917,1936.751083,17.50250803,1778.5,1699.3,4.554603485,-91.90283401,1871.5,1723.5,2106,1797.5,1975.05181,,,,,,,,0
1690,11/5/2014,1645,1603,1645,1600,7928,31.20750936,18.21862348,0.303341328,0.101113776,0.033704592,-66.68424301,-3.865713114,55.55362461,1765.3,1621.051464,1909.548536,16.34266533,1762.3,1679.1,4.835241471,-81.78137652,1871.5,1700.5,2099,1786,1971.767712,,,,,,,,0
1691,11/6/2014,1651,1650,1670,1621,7747,32.04736706,20.64777328,0.377082854,0.226808061,0.109307279,-63.13942296,-0.25671445,54.89826215,1753.35,1612.853345,1893.846655,16.02608204,1744.733333,1664.133333,4.728844386,-79.35222672,1871.5,1700,2095,1785.75,1968.575994,,,,,,,,0
1692,11/9/2014,1625,1651,1651,1615,9213,30.31993972,10.12145749,0.225410578,0.30194492,0.209955586,-62.01857396,0.691307638,53.00843593,1744.65,1595.26958,1894.03042,17.12439978,1729.666667,1647.066667,4.892302225,-89.87854251,1778.5,1700,2095,1739.25,1965.157327,,,,,,,,0
1693,11/10/2014,1599,1624,1624,1590,10518,28.65647034,3.501945525,0.080846637,0.227780023,0.252177668,-62.60123208,0.08691961,51.20759234,1733.1,1576.36213,1889.83787,18.08757375,1714.166667,1625.766667,5.293518833,-96.49805447,1773.5,1689.5,2069.5,1731.5,1961.513971,,,,,,,,0
1694,11/11/2014,1600,1580,1615,1550,13103,28.81822865,16.83501684,0.101863748,0.136040321,0.221921755,-61.34723691,1.072731827,52.58683311,1722.1,1560.496906,1883.703094,18.76814285,1698.5,1602.1,5.841362177,-83.16498316,1753.5,1652,2030,1702.75,1957.916817,,,,,,,,0
1695,11/12/2014,1578,1610,1614,1571,7880,27.34909168,11.15537849,0,0.060903462,0.141574602,-61.40997514,0.80799488,51.62814979,1711,1541.997041,1880.002959,19.75487534,1681.266667,1584.066667,5.953450388,-88.84462151,1753.5,1624.5,2021.5,1689,1954.13655,,,,,,,,0
1696,11/13/2014,1554,1580,1580,1550,10094,25.80366085,1.6,0,0.033954583,0.076966122,-62.6037207,-0.308600545,49.46533482,1699.15,1521.245222,1877.054778,20.94044409,1663.2,1570.8,5.714285714,-98.4,1740,1616.5,2021,1678.25,1950.155092,,,,,,,,0
1697,11/16/2014,1540,1563,1563,1540,6697,24.91907486,0,0,0,0.031619348,-63.43881095,-0.914952634,46.81880133,1687.15,1500.515303,1873.784697,22.12425649,1646.866667,1565.266667,5.080735544,-100,1702.5,1605,2016,1653.75,1946.073947,,,,,,,,0
1698,11/17/2014,1482,1540,1540,1475,15256,21.61335821,2.229299363,0,0,0.011318194,-68.89421134,-5.096282423,48.6369212,1671.3,1471.943937,1870.656063,23.85640679,1632.6,1549.6,5.216516875,-97.77070064,1670,1572.5,1983.5,1621.25,1941.456295,,,,,,,,0
1699,11/18/2014,1430,1500,1500,1390,19072,19.1593575,10.98901099,0,0,0,-76.74253232,-10.35568272,54.77322908,1652.05,1438.097225,1866.002775,25.90148908,1623.6,1523.6,6.354855109,-89.01098901,1620,1530,1941,1575,1936.367178,,,,,,,,0
1700,11/19/2014,1480,1432,1485,1432,13333,27.66403863,29.12621359,0.65989097,0.219963657,0.073321219,-74.71809911,-6.664999613,54.79590617,1635.5,1422.081632,1848.918368,26.09824133,1607.966667,1506.366667,6.524670877,-70.87378641,1618.5,1520.5,1941,1569.5,1931.826211,,,,,,,,0
1701,11/20/2014,1515,1495,1535,1495,16736,32.97924712,42.66211604,1,0.55329699,0.257753549,-67.58471075,0.374711004,54.81631555,1621.35,1415.511933,1827.188067,25.39094797,1593.833333,1494.033333,6.464009672,-57.33788396,1618.5,1507,1941,1562.75,1927.678687,,,,,,,,0
1702,11/23/2014,1590,1520,1600,1510,15235,42.69614786,71.42857143,1,0.886630323,0.55329699,-52.65089383,12.24682234,58.334684,1611,1421.35085,1800.64915,23.54427682,1592.866667,1482.266667,7.193184035,-28.57142857,1618.5,1502.5,1941,1560.5,1924.3187,,,,,,,,0
1703,11/24/2014,1570,1571,1587,1565,7812,40.98949781,64.28571429,0.927490111,0.975830037,0.80525245,-43.24847982,17.31938908,55.0012156,1600,1428.504227,1771.495773,21.43697157,1588.633333,1480.433333,7.051003562,-35.71428571,1618.5,1502,1919,1560.25,1920.79314,,,,,,,,0
1704,11/25/2014,1550,1560,1560,1507,6216,39.29785259,57.14285714,0.855617728,0.927702613,0.930054325,-37.90240397,18.13237195,55.80109404,1588.5,1437.166593,1739.833407,19.05362377,1582.5,1476.7,6.916841004,-42.85714286,1618.5,1495,1848,1556.75,1917.103656,,,,,,,,0
1705,11/30/2014,1524,1550,1551,1502,5799,37.15131305,51.34099617,0.764418397,0.849175412,0.917569354,-36.15937859,15.90031786,55.12098464,1577.05,1443.643141,1710.456859,16.91853256,1576.9,1469.9,7.023762636,-48.65900383,1618.5,1495,1848,1556.75,1913.192177,,,,,,,,0
1706,12/1/2014,1525,1521,1541,1516,5443,37.29318488,57.69230769,0.770446059,0.796827395,0.857901807,-33.95038873,14.48744617,52.10888617,1568.3,1445.786164,1690.813836,15.62377555,1573,1467,6.973684211,-42.30769231,1618.5,1495,1847.5,1556.75,1909.329569,,,,,,,,0
1707,12/2/2014,1515,1525,1525,1501,6150,36.40810453,55.55555556,0.732841937,0.755902131,0.800634979,-32.69601577,12.59345531,49.29799755,1561.55,1442.972641,1680.127359,15.18713569,1569.7,1463.5,7.002505605,-44.44444444,1595.5,1495,1847.5,1545.25,1905.405891,,,,,,,,0
1708,12/3/2014,1520,1520,1545,1520,6184,37.2105118,58.03571429,0.766933555,0.756740517,0.769823347,-30.46593037,11.85883256,47.3681978,1555.65,1441.204773,1670.095227,14.71349302,1568.633333,1470.433333,6.46251042,-41.96428571,1595,1516,1847.5,1555.5,1901.571007,,,,,,,,0
1709,12/4/2014,1531,1550,1551,1530,6876,39.03312447,67.14285714,0.84437031,0.781381934,0.764674861,-26.94967552,12.30006993,45.73137802,1551.2,1440.241269,1662.158731,14.30617987,1569.466667,1489.066667,5.257421858,-32.85714286,1595,1547.5,1847.5,1571.25,1897.883733,,,,,,,,0
1710,12/7/2014,1535,1525,1550,1520,4277,39.7183672,69.04761905,0.873483996,0.82826262,0.788795024,-23.40881598,12.67274358,44.15824022,1545.7,1443.310352,1648.089648,13.24832088,1574.1,1498.3,4.934253352,-30.95238095,1589.5,1550.5,1794,1570,1894.27295,,,,,,,,0
1711,12/8/2014,1535,1530,1548,1526,3869,39.7183672,69.04761905,0.873483996,0.863779434,0.824474663,-20.38281887,12.55899255,41.9424162,1539.9,1449.598505,1630.201495,11.72822846,1574.433333,1502.233333,4.693391116,-30.95238095,1572,1544,1785,1558,1890.698094,,,,,,,,0
1712,12/9/2014,1532,1530,1549,1526,6504,39.33382211,67.61904762,0.857145953,0.868037982,0.853360012,-18.12082534,11.85678887,40.04817458,1535.25,1453.813215,1616.686785,10.60892823,1564.633333,1505.833333,3.830036694,-32.38095238,1544.5,1530.5,1767.5,1537.5,1887.128959,,,,,,,,0
1713,12/10/2014,1548,1532,1555,1532,6166,42.52964835,69.04761905,0.988923743,0.906517897,0.879445105,-14.33177239,12.51667345,38.34335712,1532.7,1456.37412,1609.02588,9.959663375,1561.833333,1502.833333,3.850337176,-30.95238095,1536.5,1528,1766.5,1532.25,1883.754542,,,,,,,,0
1714,12/11/2014,1590,1556,1600,1555,8593,49.97876725,90.47619048,1,0.948689899,0.907748593,-6.691642645,16.12544256,39.70902141,1532.2,1457.531131,1606.868869,9.746621722,1565.3,1507.9,3.735519979,-9.523809524,1530,1550.5,1766.5,1540.25,1880.831611,,,,,,,,0
1715,12/14/2014,1705,1621,1713,1621,15541,63.81050642,96.22641509,1,0.996307914,0.950505237,11.53342589,27.48040887,48.03811927,1538.55,1433.828512,1643.271488,13.61301066,1585,1519,4.25257732,-3.773584906,1551.5,1607,1766.5,1579.25,1879.082043,,,,,,,,0
1716,12/15/2014,1730,1739,1770,1661,12852,66.01084551,85.13011152,1,1,0.981665938,26.6264751,34.05876647,54.13430734,1547.35,1413.410797,1681.289203,17.31207582,1612.7,1529.9,5.269522052,-14.86988848,1580,1645,1766.5,1612.5,1877.598639,,,,,,,,0
1717,12/16/2014,1720,1705,1735,1681,12371,64.32608225,81.41263941,0.943087592,0.981029197,0.992445704,35.29262085,34.17992977,54.12087661,1556.35,1402.836124,1709.863876,19.72742321,1635.533333,1546.733333,5.580927641,-18.58736059,1580,1645,1766.5,1612.5,1876.030494,,,,,,,,0
1718,12/17/2014,1677,1720,1720,1670,6206,57.52702577,65.42750929,0.713411007,0.885499533,0.955509577,35.63482974,27.61771093,53.70878894,1566.1,1408.011544,1724.188456,20.18880739,1654.1,1560.3,5.836236934,-34.57249071,1580,1645,1673.5,1612.5,1874.050091,,,,,,,,0
1719,12/18/2014,1671,1680,1690,1662,3638,56.62761661,63.19702602,0.683028375,0.779842325,0.882123685,34.3248796,21.04620863,51.13791005,1578.15,1426.79839,1729.50161,19.18089035,1668.5,1573.3,5.873280276,-36.80297398,1580,1648,1673.5,1614,1872.029692,,,,,,,,0
1720,12/21/2014,1661,1685,1685,1635,7519,55.08190742,59.4795539,0.630813305,0.675750896,0.780364251,31.46059605,14.54554007,51.02411905,1587.2,1438.788949,1735.611051,18.70098926,1683.033333,1583.833333,6.073097565,-40.5204461,1580,1648,1673.5,1614,1869.929894,,,,,,,,0
1721,12/22/2014,1650,1648,1654,1640,1923,53.35660564,52,0.560621762,0.624821148,0.693471456,27.48132357,8.453014073,48.02170714,1593.95,1447.015355,1740.884645,18.43654385,1693.4,1595.8,5.934573757,-48,1580,1651,1673.5,1615.5,1867.741537,,,,,,,,0
1722,12/23/2014,1620,1660,1660,1610,7729,48.86153559,40,0.364315841,0.518583636,0.606385227,20.71833708,1.352022065,48.21953643,1595.45,1448.09536,1742.80464,18.47185938,1705.533333,1602.533333,6.227202193,-60,1580,1662.5,1660,1621.25,1865.276447,,,,,,,,0
1723,12/24/2014,1655,1652,1680,1625,5609,53.75630535,54,0.540633152,0.488523585,0.543976123,19.42001711,0.042961674,49.39758278,1599.7,1450.633438,1748.766562,18.63681469,1719.566667,1610.166667,6.571096785,-46,1580,1690,1627.5,1635,1863.184144,,,,,,,,0
1724,12/28/2014,1690,1688,1695,1680,9915,58.07761376,67.21311475,0.702619306,0.535856099,0.514321107,21.93179547,2.043792029,48.45782451,1606.7,1454.510513,1758.889487,18.9443564,1727.233333,1623.833333,6.171169379,-32.78688525,1580,1690,1627.5,1635,1861.460918,,,,,,,,0
1725,12/29/2014,1695,1671,1699,1657,9577,58.67176397,69.26229508,0.724891288,0.656047915,0.560142533,23.68236334,3.035487918,47.81204206,1615.25,1463.392336,1767.107664,18.80299194,1722.633333,1629.233333,5.573014042,-30.73770492,1601,1672.5,1620,1636.75,1859.804591,,,,,,,,0
1726,12/31/2014,1670,1686,1700,1667,5078,54.51174751,57.98319328,0.51028485,0.645931814,0.612611943,21.53010499,0.706583658,46.33083785,1622.5,1474.780672,1770.219328,18.20885405,1710.9,1632.7,4.677593014,-42.01680672,1632.5,1665,1618.5,1648.75,1857.915988,,,,,,,,0
1727,1/1/2015,1672,1685,1686,1661,2885,54.78792926,54.41860465,0.345576218,0.526917452,0.609632394,19.73273861,-0.872626184,44.19775406,1630.35,1489.803531,1770.896469,17.24126343,1704.1,1631.7,4.340787817,-45.58139535,1635.5,1655,1618.5,1645.25,1856.066078,,,,,,,,0
1728,1/4/2015,1684,1651,1705,1651,10141,56.49469482,46.25,0.445100081,0.433653716,0.535500994,19.33622015,-1.015315712,45.17797866,1638.55,1505.792364,1771.307636,16.20428261,1703.6,1630.4,4.391121776,-53.75,1635.5,1657.5,1618.5,1646.5,1854.353977,,,,,,,,0
1729,1/5/2015,1701,1695,1725,1693,5997,58.86386015,56.875,0.583249391,0.45797523,0.472848799,20.47353529,0.097599541,44.76018079,1647.05,1521.343238,1772.756762,15.2644743,1707.2,1633.2,4.430607113,-43.125,1635.5,1667.5,1618.5,1651.5,1852.828067,,,,,,,,0
1730,1/6/2015,1691,1702,1706,1691,4233,56.90091502,64.8,0.51985872,0.516069397,0.469232781,19.64319674,-0.58619121,41.78416271,1654.85,1538.944392,1770.755608,14.00798962,1707.266667,1640.266667,4.002947444,-35.2,1635.5,1667.5,1618.5,1651.5,1851.217838,,,,,,,,0
1731,1/7/2015,1700,1700,1704,1686,3194,58.25031234,78.26086957,0.938659478,0.680589196,0.551544608,19.58411831,-0.516215709,39.40574644,1663.1,1559.674858,1766.525142,12.43763358,1712.533333,1644.733333,4.03899998,-21.73913043,1635.5,1675,1618.5,1655.25,1849.713183,,,,,,,,0
1732,1/8/2015,1710,1699,1732,1699,6057,59.75794026,81.96721311,1,0.819506066,0.672054886,20.1708266,0.056394066,38.7651718,1672,1586.079106,1757.920894,10.27761888,1719.2,1654.8,3.817427386,-18.03278689,1635.5,1691.5,1618.5,1663.5,1848.323002,,,,,,,,0
1733,1/11/2015,1701,1710,1710,1690,5658,57.73713995,74.59016393,0.814544304,0.917734594,0.805943285,19.07840698,-0.828820441,36.88865462,1679.65,1614.524659,1744.775341,7.754632297,1720.4,1663,3.39303659,-25.40983607,1645,1691.5,1595.5,1668.25,1846.857101,,,,,,,,0
1734,1/12/2015,1680,1690,1690,1675,6543,53.21519849,57.37704918,0.399550405,0.73803157,0.825090743,15.51874881,-3.510782896,35.79978916,1684.15,1633.62367,1734.67633,6.000217293,1719.733333,1662.333333,3.394374248,-42.62295082,1645,1691.5,1595,1668.25,1845.196831,,,,,,,,0
1735,1/13/2015,1683,1675,1683,1670,3764,53.77220401,59.83606557,0.45066869,0.554921133,0.736895766,13.00790491,-4.817301434,33.51981024,1683.05,1633.437602,1732.662398,5.895534612,1716.333333,1664.733333,3.05229119,-40.16393443,1645,1691.5,1595,1668.25,1843.582933,,,,,,,,0
1736,1/14/2015,1676,1700,1700,1674,3228,52.21023706,47.6635514,0,0.283406365,0.525453023,10.17305222,-6.1217233,32.76782922,1680.35,1635.613997,1725.086003,5.324605397,1716.066667,1665.866667,2.968716119,-52.3364486,1648,1691.5,1589.5,1669.75,1841.915441,,,,,,,,0
1737,1/18/2015,1680,1690,1700,1677,4258,53.04950534,35.80246914,0.111195189,0.18728796,0.341871819,8.40641203,-6.31069079,31.89104629,1678.35,1637.473234,1719.226766,4.871065751,1717.133333,1667.333333,2.94285658,-64.19753086,1648,1701,1580,1674.5,1840.304342,,,,,,,,0
1738,1/19/2015,1750,1713,1815,1713,18358,64.72460412,60.36585366,1,0.370398396,0.28036424,14.75524321,0.030512311,42.20194167,1682,1630.580159,1733.419841,6.11413086,1729.866667,1670.466667,3.49377512,-39.63414634,1673.5,1742.5,1602.5,1708,1839.405791,,,,,,,,0
1739,1/20/2015,1711,1715,1742,1685,6557,56.32139713,36.58536585,0.328515222,0.47990347,0.345863275,14.44689827,-0.222266106,44.4817475,1684,1631.350214,1736.649786,6.252943744,1733,1668.6,3.786453434,-63.41463415,1685,1742.5,1602.5,1713.75,1838.128122,,,,,,,,0
1740,1/22/2015,1696,1700,1701,1678,4675,53.44722888,27.43902439,0.098845736,0.475786986,0.442029618,12.21034131,-1.967058449,43.33357275,1685.75,1633.95473,1737.54527,6.14507134,1733.366667,1667.366667,3.881515752,-72.56097561,1712.5,1742.5,1602.5,1727.5,1836.713911,,,,,,,,0
1741,1/25/2015,1694,1708,1708,1686,7508,53.05843749,26.2195122,0.067778133,0.165046364,0.37357894,10.14036758,-3.229625743,41.20021547,1687.95,1638.742379,1737.157621,5.830459594,1733.7,1666.9,3.928718461,-73.7804878,1712.5,1742.5,1602.5,1727.5,1835.293873,,,,,,,,0
1742,1/26/2015,1697,1694,1725,1694,5119,53.60363188,18.62068966,0.111343611,0.092655827,0.244496392,8.792228518,-3.662211844,40.18019393,1691.8,1653.655013,1729.944987,4.509396686,1732.666667,1666.266667,3.907108112,-81.37931034,1712.5,1742.5,1602.5,1727.5,1833.917814,,,,,,,,0
1743,1/27/2015,1704,1690,1710,1690,5164,54.91929884,23.44827586,0.216476132,0.131865959,0.12985605,8.420867475,-3.22685831,38.16217453,1694.25,1659.754348,1728.745652,4.072085218,1732.766667,1666.366667,3.906878224,-76.55172414,1712.5,1742.5,1602.5,1727.5,1832.6251,,,,,,,,0
1744,1/28/2015,1725,1710,1725,1710,3413,58.70275735,37.93103448,0.518805327,0.282208357,0.168910048,10.28953472,-1.086552854,36.44595708,1696,1659.078462,1732.921538,4.353955004,1736.6,1670.2,3.898086181,-62.06896552,1712.5,1744.5,1602.5,1728.5,1831.554203,,,,,,,,0
1745,1/29/2015,1731,1750,1755,1725,5420,59.7423504,42.06896552,0.601877291,0.445719583,0.286597966,11.99405689,0.494375456,35.80136137,1697.8,1657.862048,1737.737952,4.704670971,1744.133333,1674.333333,4.083702245,-57.93103448,1712.5,1746,1602.5,1729.25,1830.553664,,,,,,,,0
1746,2/1/2015,1718,1726,1730,1710,2689,56.42788947,33.10344828,0.337024828,0.485902482,0.404610141,11.43189798,-0.054226766,34.32122524,1700.2,1661.482562,1738.917438,4.554456879,1747.133333,1678.533333,4.005059842,-66.89655172,1712.5,1746.5,1602.5,1729.5,1829.433727,,,,,,,,0
